,awardYear,laureates,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,links.action,links.href,links.rel,links.types,dateAwarded,topMotivation.en,topMotivation.se
110,1923,"[{'id': '181', 'knownName': {'en': 'Fritz Pregl'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/181', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his invention of the method of micro-analysis of organic substances', 'se': 'för den av honom uppfunna mikroanalysen av organiska ämnen'}, 'portion': '1', 'sortOrder': '1'}]",114935,3169164,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1923,nobelPrize,application/json,,,
111,1923,"[{'id': '593', 'knownName': {'en': 'William Butler Yeats'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/593', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation', 'se': 'för hans ständigt besjälade diktning, som i den strängaste konstnärliga form ger uttryck åt ett folks anda'}, 'portion': '1', 'sortOrder': '1'}]",114935,3169164,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1923,nobelPrize,application/json,,,
112,1923,,114935,3169164,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1923,nobelPrize,application/json,,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,
113,1923,"[{'id': '28', 'knownName': {'en': 'Robert A. Millikan'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/28', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his work on the elementary charge of electricity and on the photoelectric effect', 'se': 'för hans arbeten rörande den elektriska enhetsladdningen samt den fotoelektriska effekten'}, 'portion': '1', 'sortOrder': '1'}]",114935,3169164,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1923,nobelPrize,application/json,,,
114,1923,"[{'id': '313', 'knownName': {'en': 'Frederick G. Banting'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/313', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the discovery of insulin', 'se': 'för upptäckten av insulin'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '314', 'knownName': {'en': 'John Macleod'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/314', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the discovery of insulin', 'se': 'för upptäckten av insulin'}, 'portion': '1/2', 'sortOrder': '2'}]",114935,3169164,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1923,nobelPrize,application/json,,,
115,1924,,116719,3218355,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1924,nobelPrize,application/json,,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,
116,1924,"[{'id': '594', 'knownName': {'en': 'Wladyslaw Reymont'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/594', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his great national epic, <I>The Peasants</I>', 'se': 'för hans stora nationalepos Bönderna'}, 'portion': '1', 'sortOrder': '1'}]",116719,3218355,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1924,nobelPrize,application/json,,,
117,1924,,116719,3218355,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1924,nobelPrize,application/json,,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,
118,1924,"[{'id': '29', 'knownName': {'en': 'Manne Siegbahn'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/29', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discoveries and research in the field of X-ray spectroscopy', 'se': 'för hans röntgenspektroskopiska upptäckter och forskningar'}, 'portion': '1', 'sortOrder': '1'}]",116719,3218355,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1924,nobelPrize,application/json,,,
119,1924,"[{'id': '315', 'knownName': {'en': 'Willem Einthoven'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/315', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discovery of the mechanism of the electrocardiogram', 'se': 'för hans upptäckt av elektrokardiogrammets mekanism'}, 'portion': '1', 'sortOrder': '1'}]",116719,3218355,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1924,nobelPrize,application/json,,,
120,1925,"[{'id': '182', 'knownName': {'en': 'Richard Zsigmondy'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/182', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry', 'se': 'för uppvisandet av de kolloida lösningarnas heterogena natur och för de därvid använda metoderna, som varit grundläggande för den moderna kolloidkemien'}, 'portion': '1', 'sortOrder': '1'}]",118165,3211005,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1925,nobelPrize,application/json,,,
121,1925,"[{'id': '596', 'knownName': {'en': 'George Bernard Shaw'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/596', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty', 'se': 'för hans av både idealitet och humanitet uppburna författarskap, vars friska satir ofta med sig förenar en egenartad poetisk skönhet'}, 'portion': '1', 'sortOrder': '1'}]",118165,3211005,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1925,nobelPrize,application/json,,,
122,1925,"[{'id': '488', 'knownName': {'en': 'Sir Austen Chamberlain'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/488', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his crucial role in bringing about the Locarno Treaty', 'no': 'for sin avgjørende rolle i arbeidet med Locarnotraktaten'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '489', 'knownName': {'en': 'Charles G. Dawes'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/489', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his crucial role in bringing about the Dawes Plan', 'no': 'for sin avgjørende rolle i arbeidet med Dawes-planen'}, 'portion': '1/2', 'sortOrder': '2'}]",118165,3211005,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1925,nobelPrize,application/json,1926-12-10,,
123,1925,"[{'id': '30', 'knownName': {'en': 'James Franck'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/30', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discovery of the laws governing the impact of an electron upon an atom', 'se': 'med anledning av deras upptäckt av lagarna för stöten mellan en elektron och en atom'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '31', 'knownName': {'en': 'Gustav Hertz'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/31', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discovery of the laws governing the impact of an electron upon an atom', 'se': 'med anledning av deras upptäckt av lagarna för stöten mellan en elektron och en atom'}, 'portion': '1/2', 'sortOrder': '2'}]",118165,3211005,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1925,nobelPrize,application/json,,,
124,1925,,118165,3211005,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1925,nobelPrize,application/json,,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,
125,1926,"[{'id': '183', 'knownName': {'en': 'The Svedberg'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/183', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his work on disperse systems', 'se': 'för hans arbeten rörande dispersa system'}, 'portion': '1', 'sortOrder': '1'}]",116960,3273134,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1926,nobelPrize,application/json,,,
126,1926,"[{'id': '597', 'knownName': {'en': 'Grazia Deledda'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/597', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general', 'se': 'för hennes av hög idealitet burna författarskap, som med plastisk åskådlighet skildrat livet på hennes fäderneö och med djup och värme behandlat allmänt mänskliga problem'}, 'portion': '1', 'sortOrder': '1'}]",116960,3273134,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1926,nobelPrize,application/json,,,
127,1926,"[{'id': '490', 'knownName': {'en': 'Aristide Briand'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/490', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their crucial role in bringing about the Locarno Treaty', 'no': 'for deres avgjørende rolle i arbeidet med Locarnotraktaten'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '491', 'knownName': {'en': 'Gustav Stresemann'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/491', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their crucial role in bringing about the Locarno Treaty', 'no': 'for deres avgjørende rolle i arbeidet med Locarnotraktaten'}, 'portion': '1/2', 'sortOrder': '2'}]",116960,3273134,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1926,nobelPrize,application/json,1926-12-10,,
128,1926,"[{'id': '32', 'knownName': {'en': 'Jean Baptiste Perrin'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/32', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium', 'se': 'för hans arbeten rörande materiens diskontinuerliga struktur, särskilt för hans upptäckt av sedimentationsjämvikten'}, 'portion': '1', 'sortOrder': '1'}]",116960,3273134,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1926,nobelPrize,application/json,,,
129,1926,"[{'id': '316', 'knownName': {'en': 'Johannes Fibiger'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/316', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discovery of the Spiroptera carcinoma', 'se': 'för hans upptäckt av spiropteracarcinomet'}, 'portion': '1', 'sortOrder': '1'}]",116960,3273134,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1926,nobelPrize,application/json,,,
130,1927,"[{'id': '184', 'knownName': {'en': 'Heinrich Wieland'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/184', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his investigations of the constitution of the bile acids and related substances', 'se': 'för hans undersökningar över gallsyrornas och närsläktade ämnens konstitution'}, 'portion': '1', 'sortOrder': '1'}]",126501,3593778,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1927,nobelPrize,application/json,,,
131,1927,"[{'id': '600', 'knownName': {'en': 'Henri Bergson'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/600', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented', 'se': 'som ett erkännande åt hans rika och livgivande idéer och den glänsande konst varmed de framburits'}, 'portion': '1', 'sortOrder': '1'}]",126501,3593778,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1927,nobelPrize,application/json,,,
132,1927,"[{'id': '492', 'knownName': {'en': 'Ferdinand Buisson'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/492', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation', 'no': 'for deres bidrag til å skape en offentlig opinion i Frankrike og Tyskland i favør av fredelig internasjonalt samarbeid'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '493', 'knownName': {'en': 'Ludwig Quidde'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/493', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation', 'no': 'for deres bidrag til å skape en offentlig opinion i Frankrike og Tyskland i favør av fredelig internasjonalt samarbeid'}, 'portion': '1/2', 'sortOrder': '2'}]",126501,3593778,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1927,nobelPrize,application/json,1927-12-10,,
133,1927,"[{'id': '33', 'knownName': {'en': 'Arthur H. Compton'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/33', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discovery of the effect named after him', 'se': 'för hans upptäckt av den efter honom benämnda effekten'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '34', 'knownName': {'en': 'C.T.R. Wilson'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/34', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his method of making the paths of electrically charged particles visible by condensation of vapour', 'se': 'för upptäckten av hans metod att genom ångkondensation göra elektriskt laddade partiklars banor iakttagbara'}, 'portion': '1/2', 'sortOrder': '2'}]",126501,3593778,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1927,nobelPrize,application/json,,,
134,1927,"[{'id': '317', 'knownName': {'en': 'Julius Wagner-Jauregg'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/317', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica', 'se': 'för hans upptäckt av malariainympningens terapeutiska betydelse vid dementia paralytica'}, 'portion': '1', 'sortOrder': '1'}]",126501,3593778,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1927,nobelPrize,application/json,,,
135,1928,"[{'id': '185', 'knownName': {'en': 'Adolf Windaus'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/185', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the services rendered through his research into the constitution of the sterols and their connection with the vitamins', 'se': 'för hans förtjänster om utforskandet av sterinernas konstitution och deras samband med vitamingruppen'}, 'portion': '1', 'sortOrder': '1'}]",156939,4458494,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1928,nobelPrize,application/json,,,
136,1928,"[{'id': '601', 'knownName': {'en': 'Sigrid Undset'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/601', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'principally for her powerful descriptions of Northern life during the Middle Ages', 'se': 'förnämligast för hennes mäktiga skildringar ur Nordens medeltida liv'}, 'portion': '1', 'sortOrder': '1'}]",156939,4458494,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1928,nobelPrize,application/json,,,
137,1928,,156939,4458494,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1928,nobelPrize,application/json,,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,
138,1928,"[{'id': '35', 'knownName': {'en': 'Owen Willans Richardson'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/35', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his work on the thermionic phenomenon and especially for the discovery of the law named after him', 'se': 'för hans arbeten rörande termjonfenomenet och särskilt för upptäckten av den efter honom benämnda lagen'}, 'portion': '1', 'sortOrder': '1'}]",156939,4458494,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1928,nobelPrize,application/json,,,
139,1928,"[{'id': '318', 'knownName': {'en': 'Charles Nicolle'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/318', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his work on typhus', 'se': 'för hans arbeten om fläcktyfus'}, 'portion': '1', 'sortOrder': '1'}]",156939,4458494,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1928,nobelPrize,application/json,,,
140,1929,"[{'id': '186', 'knownName': {'en': 'Arthur Harden'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/186', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their investigations on the fermentation of sugar and fermentative enzymes', 'se': 'för deras undersökningar av sockerarters jäsning och därvid verksamma enzym'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '187', 'knownName': {'en': 'Hans von Euler-Chelpin'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/187', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their investigations on the fermentation of sugar and fermentative enzymes', 'se': 'för deras undersökningar av sockerarters jäsning och därvid verksamma enzym'}, 'portion': '1/2', 'sortOrder': '2'}]",172760,4907955,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1929,nobelPrize,application/json,,,
141,1929,"[{'id': '602', 'knownName': {'en': 'Thomas Mann'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/602', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature', 'se': 'förnämligast för hans stora roman Buddenbrooks, vilken under årens lopp vunnit alltmer stadgat erkännande som ett av den samtida litteraturens klassiska verk'}, 'portion': '1', 'sortOrder': '1'}]",172760,4907955,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1929,nobelPrize,application/json,,,
142,1929,"[{'id': '494', 'knownName': {'en': 'Frank B. Kellogg'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/494', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his crucial role in bringing about the Briand-Kellogg Pact', 'no': 'for sin avgjørende rolle i arbeidet med Briand-Kellogg-pakten'}, 'portion': '1', 'sortOrder': '1'}]",172760,4907955,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1929,nobelPrize,application/json,1930-12-10,,
143,1929,"[{'id': '36', 'knownName': {'en': 'Louis de Broglie'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/36', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discovery of the wave nature of electrons', 'se': 'för upptäckten av elektronernas vågnatur'}, 'portion': '1', 'sortOrder': '1'}]",172760,4907955,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1929,nobelPrize,application/json,,,
144,1929,"[{'id': '319', 'knownName': {'en': 'Christiaan Eijkman'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/319', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discovery of the antineuritic vitamin', 'se': 'för hans upptäckt av antinevritiska vitaminet'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '320', 'knownName': {'en': 'Sir Frederick Hopkins'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/320', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discovery of the growth-stimulating vitamins', 'se': 'för hans upptäckt av tillväxtvitaminerna'}, 'portion': '1/2', 'sortOrder': '2'}]",172760,4907955,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1929,nobelPrize,application/json,,,
145,1930,"[{'id': '188', 'knownName': {'en': 'Hans Fischer'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/188', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin', 'se': 'för hans arbeten över blad - och blodfärgämenenas konstitution samt för hans syntes av hämin'}, 'portion': '1', 'sortOrder': '1'}]",172947,5066807,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1930,nobelPrize,application/json,,,
146,1930,"[{'id': '603', 'knownName': {'en': 'Sinclair Lewis'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/603', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters', 'se': 'för hans starka och levande skildringskonst, med typskapande förmåga, med kvickhet och humor'}, 'portion': '1', 'sortOrder': '1'}]",172947,5066807,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1930,nobelPrize,application/json,,,
147,1930,"[{'id': '495', 'knownName': {'en': 'Nathan Söderblom'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/495', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': ""for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'"", 'no': 'for arbeidet med å fremme kristent samhold og skape \x93denne nye innstillingen som er nødvendig hvis fred mellom nasjoner skal bli en realitet'}, 'portion': '1', 'sortOrder': '1'}]",172947,5066807,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1930,nobelPrize,application/json,1930-12-10,,
148,1930,"[{'id': '37', 'knownName': {'en': 'Sir Chandrasekhara Venkata Raman'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/37', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his work on the scattering of light and for the discovery of the effect named after him', 'se': 'för hans arbeten angående ljusets diffusion och för upptäckten av den efter honom uppkallade effekten'}, 'portion': '1', 'sortOrder': '1'}]",172947,5066807,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1930,nobelPrize,application/json,,,
149,1930,"[{'id': '321', 'knownName': {'en': 'Karl Landsteiner'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/321', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discovery of human blood groups', 'se': 'för hans upptäckt av människosläktets blodgrupper'}, 'portion': '1', 'sortOrder': '1'}]",172947,5066807,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1930,nobelPrize,application/json,,,
