,awardYear,laureates,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,links.action,links.href,links.rel,links.types,dateAwarded,topMotivation.en,topMotivation.se
601,2012,"[{'id': '881', 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/881', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe', 'no': 'for gjennom mer enn seks tiår bidratt til å fremme fred og forsoning, demokrati og menneskerettigheter i Europa'}, 'orgName': {'en': 'European Union (EU)', 'no': 'Den Europeiske Union (EU)'}, 'portion': '1', 'sortOrder': '1'}]",8000000,8361204,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2012,nobelPrize,application/json,2012-10-12,,
602,2012,"[{'id': '876', 'knownName': {'en': 'Serge Haroche'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/876', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems', 'se': '”för banbrytande experimentella metoder som möjliggör mätning och styrning av enstaka kvantsystem”'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '877', 'knownName': {'en': 'David J. Wineland'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/877', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems', 'se': '”för banbrytande experimentella metoder som möjliggör mätning och styrning av enstaka kvantsystem”'}, 'portion': '1/2', 'sortOrder': '2'}]",8000000,8361204,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/2012,nobelPrize,application/json,2012-10-09,,
603,2012,"[{'id': '874', 'knownName': {'en': 'Sir John B. Gurdon'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/874', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the discovery that mature cells can be reprogrammed to become pluripotent', 'se': 'för upptäckten att mogna celler kan omprogrammeras till pluripotens”'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '875', 'knownName': {'en': 'Shinya Yamanaka'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/875', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the discovery that mature cells can be reprogrammed to become pluripotent', 'se': 'för upptäckten att mogna celler kan omprogrammeras till pluripotens”'}, 'portion': '1/2', 'sortOrder': '2'}]",8000000,8361204,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/2012,nobelPrize,application/json,,,
604,2013,"[{'id': '889', 'knownName': {'en': 'Martin Karplus'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/889', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the development of multiscale models for complex chemical systems', 'se': 'för utvecklandet av flerskalemodeller för komplexa kemiska system'}, 'portion': '1/3', 'sortOrder': '1'}, {'id': '890', 'knownName': {'en': 'Michael Levitt'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/890', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the development of multiscale models for complex chemical systems', 'se': 'för utvecklandet av flerskalemodeller för komplexa kemiska system'}, 'portion': '1/3', 'sortOrder': '2'}, {'id': '891', 'knownName': {'en': 'Arieh Warshel'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/891', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the development of multiscale models for complex chemical systems', 'se': 'för utvecklandet av flerskalemodeller för komplexa kemiska system'}, 'portion': '1/3', 'sortOrder': '3'}]",8000000,8365867,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/2013,nobelPrize,application/json,2013-10-09,,
605,2013,"[{'id': '894', 'knownName': {'en': 'Eugene F. Fama'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/894', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their empirical analysis of asset prices', 'se': 'för deras empiriska analys av tillgångspriser'}, 'portion': '1/3', 'sortOrder': '1'}, {'id': '895', 'knownName': {'en': 'Lars Peter Hansen'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/895', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their empirical analysis of asset prices', 'se': 'för deras empiriska analys av tillgångspriser'}, 'portion': '1/3', 'sortOrder': '2'}, {'id': '896', 'knownName': {'en': 'Robert J. Shiller'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/896', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their empirical analysis of asset prices', 'se': 'för deras empiriska analys av tillgångspriser'}, 'portion': '1/3', 'sortOrder': '3'}]",8000000,8365867,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/2013,nobelPrize,application/json,2013-10-14,,
606,2013,"[{'id': '892', 'knownName': {'en': 'Alice Munro'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/892', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'master of the contemporary short story', 'se': 'den samtida novellkonstens mästare'}, 'portion': '1', 'sortOrder': '1'}]",8000000,8365867,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/2013,nobelPrize,application/json,2013-10-10,,
607,2013,"[{'id': '893', 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/893', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for its extensive efforts to eliminate chemical weapons', 'no': 'for dens omfattende arbeid for å avskaffe kjemiske våpen'}, 'orgName': {'en': 'Organisation for the Prohibition of Chemical Weapons', 'no': 'Organisasjonen for forbud mot kjemiske våpen (OPCW)'}, 'portion': '1', 'sortOrder': '1'}]",8000000,8365867,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2013,nobelPrize,application/json,2013-10-11,,
608,2013,"[{'id': '887', 'knownName': {'en': 'François Englert'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/887', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': ""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider"", 'se': '”för den teoretiska upptäckten av en mekanism som bidrar till förståelsen av massans ursprung hos subatomära partiklar, och som nyligen, genom upptäckten av den förutsagda fundamentala partikeln, bekräftats av ATLAS- och CMS-experimenten vid CERN:s accele'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '888', 'knownName': {'en': 'Peter Higgs'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/888', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': ""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider"", 'se': '”för den teoretiska upptäckten av en mekanism som bidrar till förståelsen av massans ursprung hos subatomära partiklar, och som nyligen, genom upptäckten av den förutsagda fundamentala partikeln, bekräftats av ATLAS- och CMS-experimenten vid CERN:s accele'}, 'portion': '1/2', 'sortOrder': '2'}]",8000000,8365867,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/2013,nobelPrize,application/json,2013-10-08,,
609,2013,"[{'id': '884', 'knownName': {'en': 'James E. Rothman'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/884', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells', 'se': 'för deras upptäckter rörande maskineriet som reglerar vesikeltrafik, ett viktigt transportsystem i våra celler”'}, 'portion': '1/3', 'sortOrder': '1'}, {'id': '885', 'knownName': {'en': 'Randy W. Schekman'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/885', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells', 'se': 'för deras upptäckter rörande maskineriet som reglerar vesikeltrafik, ett viktigt transportsystem i våra celler”'}, 'portion': '1/3', 'sortOrder': '2'}, {'id': '886', 'knownName': {'en': 'Thomas C. Südhof'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/886', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells', 'se': 'för deras upptäckter rörande maskineriet som reglerar vesikeltrafik, ett viktigt transportsystem i våra celler”'}, 'portion': '1/3', 'sortOrder': '3'}]",8000000,8365867,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/2013,nobelPrize,application/json,,,
610,2014,"[{'id': '909', 'knownName': {'en': 'Eric Betzig'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/909', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the development of super-resolved fluorescence microscopy', 'se': 'för utveckling av superupplöst fluorescensmikroskopi'}, 'portion': '1/3', 'sortOrder': '1'}, {'id': '910', 'knownName': {'en': 'Stefan W. Hell'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/910', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the development of super-resolved fluorescence microscopy', 'se': 'för utveckling av superupplöst fluorescensmikroskopi'}, 'portion': '1/3', 'sortOrder': '2'}, {'id': '911', 'knownName': {'en': 'William E. Moerner'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/911', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the development of super-resolved fluorescence microscopy', 'se': 'för utveckling av superupplöst fluorescensmikroskopi'}, 'portion': '1/3', 'sortOrder': '3'}]",8000000,8379888,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/2014,nobelPrize,application/json,2014-10-08,,
611,2014,"[{'id': '915', 'knownName': {'en': 'Jean Tirole'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/915', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his analysis of market power and regulation', 'se': 'för hans analys av marknadsmakt och reglering'}, 'portion': '1', 'sortOrder': '1'}]",8000000,8379888,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/2014,nobelPrize,application/json,2014-10-13,,
612,2014,"[{'id': '912', 'knownName': {'en': 'Patrick Modiano'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/912', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the art of memory with which he has evoked the most ungraspable human destinies and\r\nuncovered the life-world of the occupation', 'se': 'för den minneskonst varmed han frammanat de ogripbaraste levnadsöden och avtäckt ockupationsårens livsvärld'}, 'portion': '1', 'sortOrder': '1'}]",8000000,8379888,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/2014,nobelPrize,application/json,2014-10-09,,
613,2014,"[{'id': '913', 'knownName': {'en': 'Kailash Satyarthi'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/913', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their struggle against the suppression of children and young people and for the right of all children to education', 'no': 'for deres kamp mot undertrykkelse av barn og ungdom og for alle barns rett til utdannelse'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '914', 'knownName': {'en': 'Malala Yousafzai'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/914', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their struggle against the suppression of children and young people and for the right of all children to education', 'no': 'for deres kamp mot undertrykkelse av barn og ungdom og for alle barns rett til utdannelse'}, 'portion': '1/2', 'sortOrder': '2'}]",8000000,8379888,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2014,nobelPrize,application/json,2014-10-10,,
614,2014,"[{'id': '906', 'knownName': {'en': 'Isamu Akasaki'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/906', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources', 'se': 'för uppfinningen av effektiva blå lysdioder vilka möjliggjort ljusstarka och energisnåla vita ljuskällor'}, 'portion': '1/3', 'sortOrder': '1'}, {'id': '907', 'knownName': {'en': 'Hiroshi Amano'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/907', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources', 'se': 'för uppfinningen av effektiva blå lysdioder vilka möjliggjort ljusstarka och energisnåla vita ljuskällor'}, 'portion': '1/3', 'sortOrder': '2'}, {'id': '908', 'knownName': {'en': 'Shuji Nakamura'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/908', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources', 'se': 'för uppfinningen av effektiva blå lysdioder vilka möjliggjort ljusstarka och energisnåla vita ljuskällor'}, 'portion': '1/3', 'sortOrder': '3'}]",8000000,8379888,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/2014,nobelPrize,application/json,2014-10-07,,
