,gender,id,nobelPrizes,birth.date,birth.place.city.en,birth.place.city.no,birth.place.city.se,birth.place.cityNow.en,birth.place.cityNow.no,birth.place.cityNow.se,birth.place.continent.en,birth.place.country.en,birth.place.country.no,birth.place.country.se,birth.place.countryNow.en,birth.place.countryNow.no,birth.place.countryNow.se,birth.place.locationString.en,birth.place.locationString.no,birth.place.locationString.se,familyName.en,familyName.se,fullName.en,fullName.se,givenName.en,givenName.se,knownName.en,knownName.se,links.action,links.href,links.rel,links.types,death.date,death.place.city.en,death.place.city.no,death.place.city.se,death.place.cityNow.en,death.place.cityNow.no,death.place.cityNow.se,death.place.continent.en,death.place.country.en,death.place.country.no,death.place.country.se,death.place.countryNow.en,death.place.countryNow.no,death.place.countryNow.se,death.place.locationString.en,death.place.locationString.no,death.place.locationString.se,acronym,nativeName,founded.date,founded.place.city.en,founded.place.city.no,founded.place.city.se,founded.place.cityNow.en,founded.place.cityNow.no,founded.place.cityNow.se,founded.place.continent.en,founded.place.country.en,founded.place.country.no,founded.place.country.se,founded.place.countryNow.en,founded.place.countryNow.no,founded.place.countryNow.se,founded.place.locationString.en,founded.place.locationString.no,founded.place.locationString.se,orgName.en,orgName.se,penName,orgName.no,familyName.no,fullName.no,givenName.no,knownName.no
256,male,778,"[{'affiliations': [{'city': {'en': 'Cambridge, MA', 'no': 'Cambridge, MA', 'se': 'Cambridge, MA'}, 'cityNow': {'en': 'Cambridge, MA', 'no': 'Cambridge, MA', 'se': 'Cambridge, MA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Cambridge, MA, USA', 'no': 'Cambridge, MA, USA', 'se': 'Cambridge, MA, USA'}, 'name': {'en': 'Massachusetts Institute of Technology (MIT)', 'no': 'Massachusetts Institute of Technology (MIT)', 'se': 'Massachusetts Institute of Technology (MIT)'}, 'nameNow': {'en': 'Massachusetts Institute of Technology (MIT)'}}], 'awardYear': '2004', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'dateAwarded': '2004-10-05', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2004', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for the discovery of asymptotic freedom in the theory of the strong interaction', 'se': 'för upptäckten av asymptotisk frihet i teorin för den starka växelverkan'}, 'portion': '1/3', 'prizeAmount': 10000000, 'prizeAmountAdjusted': 11762861, 'prizeStatus': 'received', 'sortOrder': '3'}]",1951-05-15,"New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY",North America,USA,USA,USA,USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",Wilczek,Wilczek,Frank Wilczek,Frank Wilczek,Frank,Frank,Frank Wilczek,Frank Wilczek,Get,http://masterdataapi.nobelprize.org/2/laureate/778,laureate,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,male,613,"[{'awardYear': '1939', 'category': {'en': 'Literature', 'no': 'Litteratur', 'se': 'Litteratur'}, 'categoryFullName': {'en': 'The Nobel Prize in  Literature', 'no': 'Nobelprisen i litteratur', 'se': 'Nobelpriset i litteratur'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1939', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': ""for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature"", 'se': 'för den djupa uppfattning och den utsökta stilkonst, varmed han skildrat sitt hemlands allmogeliv och natur i deras inbördes sammanhang'}, 'portion': '1', 'prizeAmount': 148822, 'prizeAmountAdjusted': 4227898, 'prizeStatus': 'received', 'residences': [{'country': {'en': 'Finland', 'no': 'Finland', 'se': 'Finland'}, 'countryNow': {'en': 'Finland', 'no': 'Finland', 'se': 'Finland'}, 'locationString': {'en': 'Finland', 'no': 'Finland', 'se': 'Finland'}}], 'sortOrder': '1'}]",1888-09-16,Hämeenkyrö,Hämeenkyrö,Hämeenkyrö,Hämeenkyrö,Hämeenkyrö,Hämeenkyrö,Europe,Russian Empire,Det russiske imperiet,Kejsardömet Ryssland,Finland,Finland,Finland,"Hämeenkyrö, Russian Empire (now Finland)","Hämeenkyrö, Det russiske imperiet (nå Finland)","Hämeenkyrö, Kejsardömet Ryssland (nu Finland)",Sillanpää,Sillanpää,Frans Eemil Sillanpää,Frans Eemil Sillanpää,Frans Eemil,Frans Eemil,Frans Eemil Sillanpää,Frans Eemil Sillanpää,Get,http://masterdataapi.nobelprize.org/2/laureate/613,laureate,application/json,1964-06-03,Helsinki,Helsingfors,Helsingfors,Helsinki,Helsingfors,Helsingfors,Europe,Finland,Finland,Finland,Finland,Finland,Finland,"Helsinki, Finland","Helsingfors, Finland","Helsingfors, Finland",,,,,,,,,,,,,,,,,,,,,,,,,,,
258,male,193,"[{'affiliations': [{'city': {'en': 'Paris', 'no': 'Paris', 'se': 'Paris'}, 'cityNow': {'en': 'Paris', 'no': 'Paris', 'se': 'Paris'}, 'country': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}, 'countryNow': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}, 'locationString': {'en': 'Paris, France', 'no': 'Paris, Frankrike', 'se': 'Paris, Frankrike'}, 'name': {'en': 'Institut du Radium', 'no': 'Institut du Radium', 'se': 'Institut du Radium'}, 'nameNow': {'en': 'Institut du Radium'}}], 'awardYear': '1935', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/1935', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of their synthesis of new radioactive elements', 'se': 'såsom ett erkännande för deras gemensamt utförda syntes av nya radioaktiva grundämnen'}, 'portion': '1/2', 'prizeAmount': 159917, 'prizeAmountAdjusted': 4997406, 'prizeStatus': 'received', 'sortOrder': '1'}]",1900-03-19,Paris,Paris,Paris,Paris,Paris,Paris,Europe,France,Frankrike,Frankrike,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",Joliot,Joliot,Frédéric Joliot,Frédéric Joliot,Frédéric,Frédéric,Frédéric Joliot,Frédéric Joliot,Get,http://masterdataapi.nobelprize.org/2/laureate/193,laureate,application/json,1958-08-14,Paris,Paris,Paris,Paris,Paris,Paris,Europe,France,Frankrike,Frankrike,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",,,,,,,,,,,,,,,,,,,,,,,,,,,
259,male,573,"[{'awardYear': '1904', 'category': {'en': 'Literature', 'no': 'Litteratur', 'se': 'Litteratur'}, 'categoryFullName': {'en': 'The Nobel Prize in  Literature', 'no': 'Nobelprisen i litteratur', 'se': 'Nobelpriset i litteratur'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1904', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist', 'se': 'med avseende fäst å det ursprungsfriska, snillrika och sant konstnärliga i hans diktning, som troget avspeglar hans hembygds natur och folkliv, samt å hans betydelsefulla verksamhet som provençalsk filolog'}, 'portion': '1/2', 'prizeAmount': 140859, 'prizeAmountAdjusted': 7767960, 'prizeStatus': 'received', 'residences': [{'country': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}, 'countryNow': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}, 'locationString': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}}], 'sortOrder': '1'}]",1830-09-08,Maillane,Maillane,Maillane,Maillane,Maillane,Maillane,Europe,France,Frankrike,Frankrike,France,Frankrike,Frankrike,"Maillane, France","Maillane, Frankrike","Maillane, Frankrike",Mistral,Mistral,Frédéric Mistral,Frédéric Mistral,Frédéric,Frédéric,Frédéric Mistral,Frédéric Mistral,Get,http://masterdataapi.nobelprize.org/2/laureate/573,laureate,application/json,1914-03-25,Maillane,Maillane,Maillane,Maillane,Maillane,Maillane,Europe,France,Frankrike,Frankrike,France,Frankrike,Frankrike,"Maillane, France","Maillane, Frankrike","Maillane, Frankrike",,,,,,,,,,,,,,,,,,,,,,,,,,,
260,male,463,"[{'awardYear': '1901', 'category': {'en': 'Peace', 'no': 'Fred', 'se': 'Fred'}, 'categoryFullName': {'en': 'The Nobel Peace Prize', 'no': 'Nobels fredspris', 'se': 'Nobels fredspris'}, 'dateAwarded': '1901-12-10', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1901', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for his lifelong work for international peace conferences, diplomacy and arbitration', 'no': 'for sin  livslange innsats for internasjonale fredskonferanser, diplomati og voldgift'}, 'portion': '1/2', 'prizeAmount': 150782, 'prizeAmountAdjusted': 8567159, 'prizeStatus': 'received', 'residences': [{'country': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}, 'countryNow': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}, 'locationString': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}}], 'sortOrder': '2'}]",1822-05-20,Paris,Paris,Paris,Paris,Paris,Paris,Europe,France,Frankrike,Frankrike,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",Passy,Passy,Frédéric Passy,Frédéric Passy,Frédéric,Frédéric,Frédéric Passy,Frédéric Passy,Get,http://masterdataapi.nobelprize.org/2/laureate/463,laureate,application/json,1912-06-12,Paris,Paris,Paris,Paris,Paris,Paris,Europe,France,Frankrike,Frankrike,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",,,,,,,,,,,,,,,,,,,,,,,,,,,
261,male,358,"[{'affiliations': [{'city': {'en': 'Cleveland, OH', 'no': 'Cleveland, OH', 'se': 'Cleveland, OH'}, 'cityNow': {'en': 'Cleveland, OH', 'no': 'Cleveland, OH', 'se': 'Cleveland, OH'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Cleveland, OH, USA', 'no': 'Cleveland, OH, USA', 'se': 'Cleveland, OH, USA'}, 'name': {'en': 'Western Reserve University', 'no': 'Western Reserve University', 'se': 'Western Reserve University'}, 'nameNow': {'en': 'Western Reserve University'}}], 'awardYear': '1954', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1954', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue', 'se': 'för deras upptäckt av poliomyelitvirus förmåga att föröka sig i kulturer av vävnader av av olika slag'}, 'portion': '1/3', 'prizeAmount': 181647, 'prizeAmountAdjusted': 2640218, 'prizeStatus': 'received', 'sortOrder': '3'}]",1916-08-25,"Auburn, AL","Auburn, AL","Auburn, AL","Auburn, AL","Auburn, AL","Auburn, AL",North America,USA,USA,USA,USA,USA,USA,"Auburn, AL, USA","Auburn, AL, USA","Auburn, AL, USA",Robbins,Robbins,Frederick Chapman Robbins,Frederick Chapman Robbins,Frederick C.,Frederick C.,Frederick C. Robbins,Frederick C. Robbins,Get,http://masterdataapi.nobelprize.org/2/laureate/358,laureate,application/json,2003-08-04,"Cleveland, OH","Cleveland, OH","Cleveland, OH","Cleveland, OH","Cleveland, OH","Cleveland, OH",North America,USA,USA,USA,USA,USA,USA,"Cleveland, OH, USA","Cleveland, OH, USA","Cleveland, OH, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
262,male,313,"[{'affiliations': [{'city': {'en': 'Toronto', 'no': 'Toronto', 'se': 'Toronto'}, 'cityNow': {'en': 'Toronto', 'no': 'Toronto', 'se': 'Toronto'}, 'country': {'en': 'Canada', 'no': 'Canada', 'se': 'Kanada'}, 'countryNow': {'en': 'Canada', 'no': 'Canada', 'se': 'Kanada'}, 'locationString': {'en': 'Toronto, Canada', 'no': 'Toronto, Canada', 'se': 'Toronto, Kanada'}, 'name': {'en': 'University of Toronto', 'no': 'University of Toronto', 'se': 'University of Toronto'}, 'nameNow': {'en': 'University of Toronto'}}], 'awardYear': '1923', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1923', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for the discovery of insulin', 'se': 'för upptäckten av insulin'}, 'portion': '1/2', 'prizeAmount': 114935, 'prizeAmountAdjusted': 3169164, 'prizeStatus': 'received', 'sortOrder': '1'}]",1891-11-14,Alliston,Alliston,Alliston,Alliston,Alliston,Alliston,North America,Canada,Canada,Kanada,Canada,Canada,Kanada,"Alliston, Canada","Alliston, Canada","Alliston, Kanada",Banting,Banting,Frederick Grant Banting,Frederick Grant Banting,Frederick G.,Frederick G.,Frederick G. Banting,Frederick G. Banting,Get,http://masterdataapi.nobelprize.org/2/laureate/313,laureate,application/json,1941-02-21,Newfoundland,Newfoundland,Newfoundland,Newfoundland,Newfoundland,Newfoundland,North America,Canada,Canada,Kanada,Canada,Canada,Kanada,"Newfoundland, Canada","Newfoundland, Canada","Newfoundland, Kanada",,,,,,,,,,,,,,,,,,,,,,,,,,,
263,male,148,"[{'affiliations': [{'city': {'en': 'Irvine, CA', 'no': 'Irvine, CA', 'se': 'Irvine, CA'}, 'cityNow': {'en': 'Irvine, CA', 'no': 'Irvine, CA', 'se': 'Irvine, CA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Irvine, CA, USA', 'no': 'Irvine, CA, USA', 'se': 'Irvine, CA, USA'}, 'name': {'en': 'University of California', 'no': 'University of California', 'se': 'University of California'}, 'nameNow': {'en': 'University of California'}}], 'awardYear': '1995', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'dateAwarded': '1995-10-11', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1995', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for the detection of the neutrino', 'se': 'för påvisandet av neutrinon'}, 'portion': '1/2', 'prizeAmount': 7200000, 'prizeAmountAdjusted': 9278351, 'prizeStatus': 'received', 'sortOrder': '2', 'topMotivation': {'en': 'for pioneering experimental contributions to lepton physics'}}]",1918-03-16,"Paterson, NJ","Paterson, NJ","Paterson, NJ","Paterson, NJ","Paterson, NJ","Paterson, NJ",North America,USA,USA,USA,USA,USA,USA,"Paterson, NJ, USA","Paterson, NJ, USA","Paterson, NJ, USA",Reines,Reines,Frederick Reines,Frederick Reines,Frederick,Frederick,Frederick Reines,Frederick Reines,Get,http://masterdataapi.nobelprize.org/2/laureate/148,laureate,application/json,1998-08-26,"Orange, CA","Orange, CA","Orange, CA","Orange, CA","Orange, CA","Orange, CA",North America,USA,USA,USA,USA,USA,USA,"Orange, CA, USA","Orange, CA, USA","Orange, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
264,male,222,"[{'affiliations': [{'city': {'en': 'Cambridge', 'no': 'Cambridge', 'se': 'Cambridge'}, 'cityNow': {'en': 'Cambridge', 'no': 'Cambridge', 'se': 'Cambridge'}, 'country': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'countryNow': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'locationString': {'en': 'Cambridge, United Kingdom', 'no': 'Cambridge, Storbritannia', 'se': 'Cambridge, Storbritannien'}, 'name': {'en': 'University of Cambridge', 'no': 'University of Cambridge', 'se': 'University of Cambridge'}, 'nameNow': {'en': 'University of Cambridge'}}], 'awardYear': '1958', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/1958', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for his work on the structure of proteins, especially that of insulin', 'se': 'för deras insatser rörande bassekvensbestämning i nukleinsyror'}, 'portion': '1', 'prizeAmount': 214559, 'prizeAmountAdjusted': 2646698, 'prizeStatus': 'received', 'sortOrder': '1'}, {'affiliations': [{'city': {'en': 'Cambridge', 'no': 'Cambridge', 'se': 'Cambridge'}, 'cityNow': {'en': 'Cambridge', 'no': 'Cambridge', 'se': 'Cambridge'}, 'country': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'countryNow': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'locationString': {'en': 'Cambridge, United Kingdom', 'no': 'Cambridge, Storbritannia', 'se': 'Cambridge, Storbritannien'}, 'name': {'en': 'MRC Laboratory of Molecular Biology', 'no': 'MRC Laboratory of Molecular Biology', 'se': 'MRC Laboratory of Molecular Biology'}, 'nameNow': {'en': 'MRC Laboratory of Molecular Biology'}}], 'awardYear': '1980', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'dateAwarded': '1980-10-14', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/1980', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for their contributions concerning the determination of base sequences in nucleic acids', 'se': 'för deras insatser rörande bassekvensbestämning i nukleinsyror'}, 'portion': '1/4', 'prizeAmount': 880000, 'prizeAmountAdjusted': 2889667, 'prizeStatus': 'received', 'sortOrder': '3'}]",1918-08-13,Rendcombe,Rendcombe,Rendcombe,Rendcombe,Rendcombe,Rendcombe,Europe,United Kingdom,Storbritannia,Storbritannien,United Kingdom,Storbritannia,Storbritannien,"Rendcombe, United Kingdom","Rendcombe, Storbritannia","Rendcombe, Storbritannien",Sanger,Sanger,Frederick Sanger,Frederick Sanger,Frederick,Frederick,Frederick Sanger,Frederick Sanger,Get,http://masterdataapi.nobelprize.org/2/laureate/222,laureate,application/json,2013-11-19,Cambridge,Cambridge,Cambridge,Cambridge,Cambridge,Cambridge,Europe,United Kingdom,Storbritannia,Storbritannien,United Kingdom,Storbritannia,Storbritannien,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",,,,,,,,,,,,,,,,,,,,,,,,,,,
265,male,179,"[{'affiliations': [{'city': {'en': 'Oxford', 'no': 'Oxford', 'se': 'Oxford'}, 'cityNow': {'en': 'Oxford', 'no': 'Oxford', 'se': 'Oxford'}, 'country': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'countryNow': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'locationString': {'en': 'Oxford, United Kingdom', 'no': 'Oxford, Storbritannia', 'se': 'Oxford, Storbritannien'}, 'name': {'en': 'University of Oxford', 'no': 'University of Oxford', 'se': 'University of Oxford'}, 'nameNow': {'en': 'University of Oxford'}}], 'awardYear': '1921', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/1921', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes', 'se': 'för hans bidrag till kännedom om de radioaktiva ämnenas kemi och hans undersökningar rörande isotopers förekomst och natur'}, 'portion': '1', 'prizeAmount': 121573, 'prizeAmountAdjusted': 2532771, 'prizeStatus': 'received', 'sortOrder': '1'}]",1877-09-02,Eastbourne,Eastbourne,Eastbourne,Eastbourne,Eastbourne,Eastbourne,Europe,United Kingdom,Storbritannia,Storbritannien,United Kingdom,Storbritannia,Storbritannien,"Eastbourne, United Kingdom","Eastbourne, Storbritannia","Eastbourne, Storbritannien",Soddy,Soddy,Frederick Soddy,Frederick Soddy,Frederick,Frederick,Frederick Soddy,Frederick Soddy,Get,http://masterdataapi.nobelprize.org/2/laureate/179,laureate,application/json,1956-09-22,Brighton,Brighton,Brighton,Brighton,Brighton,Brighton,Europe,United Kingdom,Storbritannia,Storbritannien,United Kingdom,Storbritannia,Storbritannien,"Brighton, United Kingdom","Brighton, Storbritannia","Brighton, Storbritannien",,,,,,,,,,,,,,,,,,,,,,,,,,,
266,male,474,"[{'awardYear': '1908', 'category': {'en': 'Peace', 'no': 'Fred', 'se': 'Fred'}, 'categoryFullName': {'en': 'The Nobel Peace Prize', 'no': 'Nobels fredspris', 'se': 'Nobels fredspris'}, 'dateAwarded': '1908-12-10', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1908', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for their long time work for the cause of peace as politicians, peace society leaders, orators and authors', 'no': 'for deres langvarige arbeid for fredssaken som politikere, ledere av fredsforeninger, talere og forfattere'}, 'portion': '1/2', 'prizeAmount': 139800, 'prizeAmountAdjusted': 7084459, 'prizeStatus': 'received', 'residences': [{'country': {'en': 'Denmark', 'no': 'Danmark', 'se': 'Danmark'}, 'countryNow': {'en': 'Denmark', 'no': 'Danmark', 'se': 'Danmark'}, 'locationString': {'en': 'Denmark', 'no': 'Danmark', 'se': 'Danmark'}}], 'sortOrder': '2'}]",1837-04-21,Næstved,Næstved,Næstved,Næstved,Næstved,Næstved,Europe,Denmark,Danmark,Danmark,Denmark,Danmark,Danmark,"Næstved, Denmark","Næstved, Danmark","Næstved, Danmark",Bajer,Bajer,Fredrik Bajer,Fredrik Bajer,Fredrik,Fredrik,Fredrik Bajer,Fredrik Bajer,Get,http://masterdataapi.nobelprize.org/2/laureate/474,laureate,application/json,1922-01-22,Copenhagen,København,Köpenhamn,Copenhagen,København,Köpenhamn,Europe,Denmark,Danmark,Danmark,Denmark,Danmark,Danmark,"Copenhagen, Denmark","København, Danmark","Köpenhamn, Danmark",,,,,,,,,,,,,,,,,,,,,,,,,,,
267,male,487,"[{'awardYear': '1922', 'category': {'en': 'Peace', 'no': 'Fred', 'se': 'Fred'}, 'categoryFullName': {'en': 'The Nobel Peace Prize', 'no': 'Nobels fredspris', 'se': 'Nobels fredspris'}, 'dateAwarded': '1922-12-10', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1922', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': ""for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees"", 'no': 'for sin ledende rolle i forbindelse med tilbakesendelsen av krigsfanger, internasjonalt hjelpearbeid og rollen som Folkeforbundets høykommissær for flyktninger'}, 'portion': '1', 'prizeAmount': 122483, 'prizeAmountAdjusted': 3145967, 'prizeStatus': 'received', 'residences': [{'country': {'en': 'Norway', 'no': 'Norge', 'se': 'Norge'}, 'countryNow': {'en': 'Norway', 'no': 'Norge', 'se': 'Norge'}, 'locationString': {'en': 'Norway', 'no': 'Norge', 'se': 'Norge'}}], 'sortOrder': '1'}]",1861-10-10,Kristiania,Kristiania,Kristiania,Oslo,Oslo,Oslo,Europe,Norway,Norge,Norge,Norway,Norge,Norge,"Kristiania (now Oslo), Norway","Kristiania (nå Oslo), Norge","Kristiania (nu Oslo), Norge",Nansen,Nansen,Fridtjof Nansen,Fridtjof Nansen,Fridtjof,Fridtjof,Fridtjof Nansen,Fridtjof Nansen,Get,http://masterdataapi.nobelprize.org/2/laureate/487,laureate,application/json,1930-05-13,Oslo,Oslo,Oslo,Oslo,Oslo,Oslo,Europe,Norway,Norge,Norge,Norway,Norge,Norge,"Oslo, Norway","Oslo, Norge","Oslo, Norge",,,,,,,,,,,,,,,,,,,,,,,,,,,
